label,Type,messages
spam,Bank investigator,"1. This is an urgent call from [Bank Name]. We’ve detected suspicious activity in your account. Please press 1 to speak to our fraud team.	
2. We’re conducting a criminal investigation. Please log in to your online banking and follow our instructions to help recover the stolen funds.	
3. You’ve been selected to assist in an RCMP-led operation against cybercriminals. Transfer $9,800 now to the secure account to protect your money."
spam,Contact_Service_Scam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
spam,Prize_Lottery_Scam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,,"Sorry, I'll call later in meeting."
ham,,Ard 530 lor. I ok then message Ì_ lor.
ham,,Ok. I asked for money how far
ham,,Leave it de:-). Start Prepare for next:-)..
spam,Other_Spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
spam,Contact_Service_Scam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,,Any way where are you and what doing.
spam,Prize_Lottery_Scam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
spam,Free_Service_Scam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
spam,Foreign money offers,Hello. I’m Barrister James Kofi. You have been named as the sole heir to a $6.8M estate from a distant relative. Kindly respond with your full name and phone to proceed with legal transfer. Urgent and confidential.
spam,Contact_Service_Scam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
spam,Subscription_Scam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,Free_Service_Scam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
spam,Subscription_Scam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,,As in different styles?
spam,Supplier/contractor swindle,
spam,Prize_Lottery_Scam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,,"Sorry, I'll call later"
ham,,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,,ok. I am a gentleman and will treat you with dignity and respect.
spam,Adult_Content_Scam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ham,,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?
spam,Prize_Lottery_Scam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,,So do you have samus shoulders yet
spam,Subscription_Scam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
spam,Marketing_Link_Scam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,,They finally came to fix the ceiling.
spam,Free_Service_Scam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,,My uncles in Atlanta. Wish you guys a great semester.
spam,Prize_Lottery_Scam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,,Yes! How is a pretty lady like you single?
ham,,i am seeking a lady in the street and a freak in the sheets. Is that you?
spam,Prize_Lottery_Scam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
spam,Free_Service_Scam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,Job,"1. ""Hi! Saw your resume on Indeed. Shopify needs freelancers to boost product ratings. $50 per task. Download our app to start: shopify-boost.com""

2. ""Tim Hortons hiring remote workers! Rate our app reviews for $25 each. Install our software and create account. Quick earnings!""

3. ""Canadian Tire freelance opportunity. Boost our videos on social media. $100 per task. Use our exclusive tool. Apply now!""

4. ""Task #1 ready! Boost 5 product ratings using our software. Payment: $250. Complete within 2 hours for bonus.""

5. ""Payment processed: $250 deposited to your crypto wallet. Balance: $1,750. Continue tasks to increase earnings.""

6. ""Congratulations! Move to Level 2 for $200/task. Pay $500 activation fee to unlock higher earnings. Transfer to crypto wallet.""

7. ""Upgrade available! Earn $300 per task. Send $750 to access premium tasks. Payment via Bitcoin only.""

8. ""Earn extra by recruiting friends! Get $100 for each person you bring in. Share this opportunity and increase income.""

9. ""Withdrawal temporarily locked. Complete 5 more tasks to unlock access. Continue earning to reach minimum threshold.""

10. ""Account verification needed for withdrawal. Pay $200 processing fee to access your $5,000 balance."""
ham,,Dont gimme that lip caveboy
spam,Subscription_Scam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
ham,,"No, but you told me you were going, before you got drunk!"
spam,Free_Service_Scam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
spam,Contact_Service_Scam,You have 1 new message. Please call 08718738034.
spam,Free_Service_Scam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,,Rofl betta invest in some  anti aging products
ham,,Tomarrow final hearing on my laptop case so i cant.
spam,Other_Spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
spam,Prize_Lottery_Scam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,,"Sorry, I'll call later"
spam,Contact_Service_Scam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,,WHITE FUDGE OREOS ARE IN STORES
ham,,Where r we meeting?
ham,,"Uh, heads up we don't have THAT much left"
spam,Prize_Lottery_Scam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,,And do you have any one that can teach me how to ship cars.
spam,Prize_Lottery_Scam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
spam,Prize_Lottery_Scam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
spam,Free_Service_Scam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
ham,,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,,Wewa is 130. Iriver 255. All 128 mb.
ham,,how tall are you princess?
ham,,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,,Give one miss from that number please
ham,,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
,,
spam,Traffic Fine Scam,"Our automated speed monitoring system has detected your vehicle exceeding the speed limit, reaching 43 km/h in a school zone. To address this violation without requiring a court appearance, we kindly ask you to visit: https://alberta-traffictickets.com before March 19, 2025"
spam,Traffic Fine Scam,Your vehicle was recorded at 51 km/h in a 30 km/h residential area. Please resolve the violation at: https://secure-trafficpayca.com
spam,Traffic Fine Scam,Photo radar captured your license plate exceeding limit. Pay citation before March 28: https://ab-violation-notice.net
spam,Traffic Fine Scam,Important: Failure to respond to your speeding notice may lead to court action. Resolve now at: https://gov-speedalerts-ca.org
spam,Traffic Fine Scam,Red light infraction detected at 5:46PM on Highway 2. Review details & pay: https://infractions.albertaalerts.ca
spam,Delivery Scam,"From Purolater: Your courier has been attempted second time, please confirm your details or your product will be returned https://www.purolator.cc/en"
spam,Delivery Scam,Your Amazon delivery is pending confirmation. Avoid return by verifying now: https://amazondelivery-check.net
spam,Finance Scam,TD Alert: Unusual login detected. Secure your account immediately: https://tdsecure-check.net
spam,Finance Scam,CRA: You have unclaimed benefits of $414.82. Submit info to release funds: https://canada-rebatecra.net
spam,Subscription Scam,Netflix: Your subscription is on hold due to billing error. Update details now: https://netflix-billingupdate.org
spam,Subscription Scam,Amazon Prime: Payment failed. Service will be paused unless confirmed: https://secure-amazonverify.ca
spam,Social Media Scam,Meta Security Alert: Your Facebook account is at risk. Reset password immediately: https://fb-securityrestore.com
spam,Social Media Scam,Instagram: Copyright violation reported. Appeal within 24 hours to avoid ban: https://insta-copyrightnotice.net
spam,Social Media Scam,Google: Someone tried to log into your account. Review activity now: https://google-securitycheck.org
spam,Emotional Bond Scam,Hey it’s me! I changed my number. Can you help me with something real quick?
spam,Emotional Bond Scam,I really enjoyed our chat on the dating site. Want to take this to WhatsApp?
spam,Emotional Bond Scam,"Hey, it’s HR. We’re updating payroll info. Please confirm your SIN and bank details."
spam,Emotional Bond Scam,I saw your post on Facebook! Can you help me vote for my niece in this contest? https://fb-voting-contest.net
spam,Emotional Bond Scam,You’ve been tagged in an offensive post. Click to view before others see it: https://insta-warningcheck.net
spam,Emotional Bond Scam,I dropped my phone in water. Text me at this new number. I need a quick favour.
spam,Scholarship and Student Grant Scams,"You are eligible for the 2025 Student Relief Fund. Apply now to receive up to $4,500. Application closes today: student-aid-now.org"
spam,Scholarship and Student Grant Scams,"Claim your tuition refund of $1,200. Limited to the first 100 students. Submit your form here: tuitionreturn.ca"
spam,Scholarship and Student Grant Scams,Emergency bursary still available for Northeastern students affected by financial hardship. Apply now: student-relief.ca
spam,Scholarship and Student Grant Scams,"You’ve been selected for the Canadian Student Hardship Grant. Apply to receive up to $5,000: hardshipfund2025.org"
spam,Scholarship and Student Grant Scams,New government grant for students facing food insecurity. Apply now to receive $300: studentgrocerelief.com
spam,Scholarship and Student Grant Scams,Financial Aid Department: Your academic hardship request has been pre-approved. Finalize your info now: verify-studenthelp.net
